ride_id,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,hour_of_day,is_peak_hour,day_of_week,solo_fare,cluster_size,shared_fare,rider_rating,driver_rating
ride_951,19.200836305896818,72.93412909806298,19.11072337904969,72.99472199073267,11.87,9,1,5,32.51,3,22.75,4.8,4.4
ride_952,19.07047528741511,73.0206404437022,19.0212475449517,73.13054138291957,12.78,7,0,1,23.1,2,19.63,3.9,4.5
ride_953,19.14418549229858,73.01166922570006,19.099010687150855,73.0575288410019,6.96,3,0,5,12.92,1,12.92,4.7,4.8
ride_954,18.981398742521836,72.92449788023382,18.916124178380297,72.94846883520495,7.68,13,0,1,14.75,1,14.75,3.8,4.0
ride_955,18.938108199051705,72.90795444347188,19.007475239215715,72.79941405742854,13.78,19,1,5,36.67,3,25.67,5.0,4.7
ride_956,19.062317002075,72.98106332543078,19.028812040919707,72.8975039834887,9.54,20,1,2,23.31,3,16.31,3.9,4.7
ride_957,19.106040210315687,72.81215908248679,19.151965760092132,72.7427475673275,8.9,7,0,0,15.06,2,12.8,4.8,5.0
ride_958,18.975220176668678,72.95033072914117,18.996488273909012,73.00270230815056,5.99,8,1,4,15.0,1,15.0,4.5,4.8
ride_959,19.122618702218627,72.79362431418389,19.23004974528406,72.89978977097326,16.34,18,1,5,38.02,1,38.02,4.7,4.5
ride_960,19.17888539323637,72.7799831014025,19.287391697678366,72.89182174708017,16.84,22,0,3,29.11,2,24.74,4.6,4.6
ride_961,19.131322682104432,72.860201176936,19.045668418220846,72.75036624802064,14.96,18,1,2,33.49,4,18.42,5.0,4.6
ride_962,19.07496952250528,72.87305091407622,19.10086730471959,72.76113892334543,12.11,9,1,5,31.47,1,31.47,4.0,4.4
ride_963,18.965023164184064,72.79288833339186,18.988301016639266,72.7340540153728,6.71,13,0,5,12.04,1,12.04,3.8,4.9
ride_964,19.074710068335875,72.83528453773928,18.97338056798847,72.94050068980093,15.79,10,1,6,36.33,2,30.88,4.0,4.2
ride_965,19.006600645578903,72.73872352979315,19.08413879939399,72.831333891242,13.0,16,0,2,21.32,3,14.92,4.8,4.0
ride_966,19.017563701215902,73.00577121330969,18.93028834124613,72.93147004575661,12.46,12,0,6,19.85,3,13.89,4.3,4.8
ride_967,19.04227746131806,72.81690454290062,18.977955050716346,72.7656853175268,8.95,16,0,4,14.52,3,10.17,4.9,4.7
ride_968,19.059370674773334,72.87411820262244,19.147265764706127,72.81485298073468,11.59,8,1,3,29.09,2,24.73,4.9,4.7
ride_969,19.00830956172671,73.00466712544662,19.068720086531272,73.11777334869718,13.66,23,0,5,24.45,3,17.12,4.7,4.2
ride_970,18.961429176664325,72.81218881941831,18.86186823612932,72.78694331245826,11.38,9,1,0,30.03,1,30.03,4.6,4.6
ride_971,19.01402248428036,72.73981309711033,18.98364564101244,72.67421105833009,7.68,15,0,0,13.31,2,11.31,4.7,4.4
ride_972,19.1748069835155,72.75400938537017,19.105476958726133,72.86576958145473,14.05,14,0,6,22.47,1,22.47,4.5,4.1
ride_973,19.21102210074717,72.9796754625016,19.29607676543013,72.9414448870919,10.27,13,0,0,19.08,1,19.08,3.7,4.6
ride_974,18.997672912186143,72.91590767110738,19.063716211367414,73.02322802626315,13.46,4,0,1,21.31,1,21.31,3.6,4.4
ride_975,18.943041394608358,72.76594063345179,18.902101911919438,72.65545679799745,12.48,8,1,6,30.09,2,25.58,3.7,4.2
ride_976,19.17616783674705,72.80825949158273,19.219651387784392,72.69459408577538,12.88,16,0,4,19.21,1,19.21,3.7,4.9
ride_977,19.07546382356386,72.94401242230899,19.13969284940304,72.86798779109346,10.72,14,0,2,17.48,2,14.86,3.6,4.6
ride_978,18.97836994365595,73.02138889627261,19.08004136831016,72.99286987436467,11.7,23,0,5,18.4,1,18.4,4.1,4.2
ride_979,19.122894415758545,72.81832233915955,19.088702607422036,72.79259371687654,4.67,3,0,2,8.65,1,8.65,4.4,4.4
ride_980,19.027115212016493,73.00546029851999,19.054511831025312,73.12545051328533,12.97,14,0,1,19.39,1,19.39,4.1,4.0
ride_981,19.157619528240183,72.85714792900825,19.194923630871607,72.82980904965954,5.04,17,1,4,14.47,1,14.47,3.8,4.7
ride_982,19.096099955802558,72.98446347063235,19.06050841881132,73.10422819256581,13.19,19,1,1,32.03,1,32.03,4.4,4.3
ride_983,19.01286227454197,72.82337311667506,19.107488366545226,72.78125166480218,11.42,21,0,0,18.33,1,18.33,4.6,4.5
ride_984,19.208663102987572,72.90638293858856,19.173273955409652,72.96153495602411,7.0,8,1,5,20.37,2,17.31,3.7,4.9
ride_985,19.04580263341983,72.94525387001072,19.13425980991159,72.88886516339294,11.48,22,0,6,18.64,1,18.64,4.7,4.9
ride_986,19.14392839141437,72.94315605140773,19.098502657865232,72.90540844108402,6.42,21,0,6,11.36,3,7.96,4.3,4.3
ride_987,19.195590930229372,72.83000770801829,19.106418354022097,72.93569057286446,14.88,14,0,6,24.57,2,20.89,4.0,4.9
ride_988,18.94251322388598,72.79578838523395,18.832295533425288,72.84330892318594,13.24,17,1,6,32.2,3,22.54,4.9,4.4
ride_989,19.165069469143003,73.02673998434803,19.059568985850238,73.13152828804343,16.09,0,0,5,28.42,4,15.63,3.5,4.5
ride_990,18.957389443058513,72.91925176887072,19.048967989262792,72.89185213498062,10.58,6,0,5,16.26,1,16.26,4.4,4.6
ride_991,19.157389496046292,72.84578714834066,19.19539054096364,72.94164501018649,10.92,3,0,0,17.51,2,14.89,4.6,4.3
ride_992,19.056588464017306,72.92665328092968,19.13556754207194,72.96012398478108,9.46,14,0,0,15.59,1,15.59,4.6,4.6
ride_993,19.010679840433824,72.7595748461202,19.114155820518516,72.8472273185641,14.74,14,0,6,24.52,3,17.16,4.8,4.8
ride_994,19.07002549726615,72.8185242598045,19.11951281388679,72.75594598238847,8.57,5,0,1,13.4,3,9.38,3.6,4.1
ride_995,19.04446506254044,72.78062024294482,19.07872328461614,72.80622698697617,4.66,1,0,1,9.86,2,8.38,4.3,4.4
ride_996,19.077373191429324,72.85944580641764,19.11051452333112,72.95836023724216,11.03,0,0,4,19.49,4,10.72,3.7,4.7
ride_997,19.07254887856332,72.78415570330311,19.164935054932585,72.89694322416813,15.68,15,0,1,24.07,3,16.85,4.6,5.0
ride_998,19.065183245774136,72.89128229802655,19.14388843255437,72.78167560642697,14.46,21,0,5,22.77,2,19.36,4.0,4.2
ride_999,19.173687755245123,73.013467474813,19.12450200245732,72.98778499587911,6.1,23,0,0,12.24,1,12.24,4.7,4.5
ride_1000,18.937594787258057,72.72924099007534,18.83329100835735,72.79751254074417,13.64,10,1,4,36.39,1,36.39,3.6,4.5
ride_1001,18.927077314161465,72.95702037258003,18.988199978627186,72.91697436300416,8.0,8,1,3,19.17,1,19.17,4.2,4.9
ride_1002,19.097241204320518,72.94141142526996,19.130752338195975,73.01698864897932,8.77,22,0,4,13.94,2,11.85,3.8,4.4
ride_1003,18.986531510392112,73.01817203308585,19.06087985771278,73.11909423446836,13.45,17,1,3,34.26,2,29.12,4.9,4.6
ride_1004,19.185900601262343,72.96455712639104,19.13274432759486,73.05469245197222,11.16,16,0,2,19.85,2,16.87,4.0,4.5
ride_1005,19.150266007989742,72.77508986362383,19.12032979743517,72.70018602409401,8.54,11,0,3,16.14,1,16.14,4.8,4.8
ride_1006,18.99952886340173,72.87169134638377,19.079137347316163,72.78858785217584,12.44,1,0,1,19.45,1,19.45,3.6,4.2
ride_1007,19.090873299232914,72.78818700475414,19.05332388462633,72.8083498731771,4.68,16,0,3,9.5,3,6.65,4.1,4.8
ride_1008,19.20594807923042,72.99548848810193,19.1498745875691,73.01981154727481,6.74,19,1,6,16.9,1,16.9,4.2,4.3
ride_1009,18.97170987904056,72.89576325738442,18.938429540210585,72.86406086102527,4.98,9,1,6,13.07,1,13.07,4.8,5.0
ride_1010,19.12217626389005,72.77229088530842,19.003603543253615,72.80992752230475,13.77,0,0,6,22.32,2,18.97,3.5,4.4
ride_1011,19.05096111040644,72.7533331529148,19.138201037200098,72.83782563600322,13.15,17,1,2,30.59,1,30.59,3.7,4.1
ride_1012,19.138099175123944,72.89287369663256,19.235406528977407,72.9434679334834,12.05,3,0,1,20.71,4,11.39,5.0,4.5
ride_1013,19.150710865954416,72.85857933185787,19.230935547318897,72.89486786374641,9.7,7,0,4,15.69,1,15.69,4.1,4.1
ride_1014,18.9906871140941,73.01519463366297,18.95019763880949,73.12697673008658,12.59,5,0,0,20.92,1,20.92,4.7,4.2
ride_1015,19.223970498029882,72.84485442919402,19.340029561293186,72.88849812306312,13.69,18,1,4,35.8,3,25.06,4.3,4.8
ride_1016,19.083444602680206,72.7896486260161,19.01599386249831,72.8762231254169,11.79,7,0,3,20.88,3,14.62,4.6,4.5
ride_1017,19.11762935725476,72.91297887726772,19.196921005891788,72.88868562293032,9.18,10,1,6,21.81,1,21.81,4.2,4.9
ride_1018,19.012690704245376,72.80846100082138,18.91244693240532,72.7670608659034,11.97,7,0,1,18.5,1,18.5,4.7,4.5
ride_1019,19.100908450487257,73.01877568068355,18.98860297938704,72.91526751700309,16.56,5,0,3,29.34,1,29.34,4.9,4.3
ride_1020,19.146112820417088,72.93998038215058,19.18664355933143,72.91510957744576,5.21,6,0,6,10.25,1,10.25,4.3,4.4
ride_1021,19.198691032736523,72.96371767526098,19.152450712405372,72.99762703614725,6.25,17,1,6,16.69,3,11.68,4.7,4.8
ride_1022,18.95357153881006,72.73142904949025,18.981339104051667,72.82578598338398,10.39,9,1,1,27.11,1,27.11,5.0,4.8
ride_1023,18.976416463317012,72.79763592493867,18.936437084631688,72.70097610685866,11.09,11,0,6,18.84,4,10.36,4.7,4.2
ride_1024,18.998570104051613,72.85507649004624,19.081059948916725,72.83450107380334,9.42,21,0,5,17.06,3,11.94,4.1,4.3
ride_1025,19.184008614832194,72.81806550274057,19.12892494911972,72.78757698491005,6.91,8,1,4,18.03,1,18.03,3.7,4.9
ride_1026,19.019973921548562,72.93527047084339,19.097940249403784,73.05163879223302,14.99,0,0,0,24.66,1,24.66,4.3,4.7
ride_1027,19.215999865670174,72.7971428064357,19.28788055908602,72.70189313920683,12.8,9,1,6,29.44,1,29.44,4.6,4.1
ride_1028,18.953363011794213,72.74952156048805,19.00969819259356,72.8413660992057,11.51,12,0,4,20.26,1,20.26,3.8,4.4
ride_1029,19.088121047784206,72.91140604852103,19.033047436171444,72.99707127683092,10.89,4,0,1,19.19,3,13.43,4.7,5.0
ride_1030,18.94494216925319,72.81890132298683,18.86567078728871,72.90037928632508,12.29,0,0,1,18.66,4,10.27,4.1,4.6
ride_1031,19.196618390023936,72.86593997261294,19.226820412948943,72.76956521331743,10.66,12,0,6,19.47,4,10.71,3.7,4.8
ride_1032,18.96841705167924,72.90457565017098,18.946872484401172,72.83894218016312,7.31,23,0,5,11.71,1,11.71,4.9,4.1
ride_1033,18.968811858140068,72.83357835907601,19.01090494449301,72.93675324630073,11.81,7,0,2,21.51,1,21.51,4.2,4.8
ride_1034,18.991682974923236,72.84127720144087,18.951614132671125,72.86323650120492,5.02,15,0,0,8.88,3,6.22,3.8,4.0
ride_1035,19.04372365802499,72.73569914222259,19.06590030723643,72.690732716084,5.33,18,1,0,16.43,1,16.43,3.8,4.9
ride_1036,19.12554153093114,72.777089215203,19.072191240649964,72.85242246629446,9.89,14,0,6,17.02,1,17.02,4.7,4.8
ride_1037,19.197329265577256,72.85647333100454,19.31289969088247,72.83122284214198,13.12,22,0,4,20.73,2,17.62,3.8,4.2
ride_1038,19.204586854306093,72.79336092094448,19.313222828499953,72.73684526453512,13.46,13,0,3,20.23,2,17.19,4.9,5.0
ride_1039,19.121579143068306,72.84888705580022,19.072799872531814,72.76417470596809,10.42,15,0,5,17.1,1,17.1,4.8,5.0
ride_1040,19.161016993275048,72.73324530171597,19.25575878819865,72.77955259170028,11.6,9,1,2,30.84,2,26.21,4.8,4.4
ride_1041,19.08377823771934,72.97261508701258,19.186652871435758,73.00951793656287,12.08,9,1,4,32.65,1,32.65,3.7,4.8
ride_1042,19.21502731961251,72.80473258542494,19.32219930215134,72.83710088933772,12.39,1,0,0,21.77,1,21.77,4.6,4.9
ride_1043,19.12292645814063,72.87092796828695,19.205128604658583,72.8169257846848,10.76,0,0,4,19.34,1,19.34,4.8,4.1
ride_1044,19.03377384244292,73.0138994618475,18.977619258373036,72.91894698685972,11.77,8,1,2,28.95,1,28.95,4.7,4.9
ride_1045,19.0080330354915,72.97717188585075,19.03221269425739,72.86928811963186,11.66,9,1,3,28.17,3,19.72,3.7,4.5
ride_1046,19.150898658372608,72.80356507236567,19.04838284621708,72.90910087642831,15.9,22,0,0,27.23,1,27.23,4.9,4.9
ride_1047,19.20292244936464,72.76816714900284,19.12940927382491,72.81606963394383,9.6,3,0,1,17.04,2,14.48,4.6,4.1
ride_1048,19.019343186726697,72.77538463871065,18.988701289496937,72.7970577683582,4.1,10,1,0,13.01,2,11.06,4.8,4.7
ride_1049,19.11738995840595,72.9107845799442,19.211723148680605,73.02685534614054,16.08,3,0,3,26.37,1,26.37,4.2,4.7
ride_1050,19.059638406208546,72.79700662062412,18.98804006050886,72.74274702504009,9.79,3,0,1,17.2,4,9.46,3.6,4.3
ride_1051,19.132687375090285,73.02529086817327,19.098464658722666,73.0928573212877,8.05,13,0,5,13.88,3,9.72,4.5,4.3
ride_1052,19.144516223878682,72.94582406083173,19.172464501593392,73.02513810048379,8.89,9,1,5,23.4,4,12.87,4.0,4.3
ride_1053,18.96141569138717,72.92252952248742,19.01379882142025,72.95857671723154,6.95,0,0,2,11.83,1,11.83,3.9,4.2
ride_1054,18.961744442863264,72.8129552218259,18.986461167396342,72.8385726196454,3.85,20,1,6,11.26,3,7.88,4.4,4.2
ride_1055,19.110178632421867,72.97587821861906,18.996480504580543,73.07906619308689,16.66,19,1,6,38.61,2,32.82,3.9,4.5
ride_1056,19.152823736136675,72.89617734656181,19.27177067642729,72.83835366412714,14.55,2,0,3,23.23,1,23.23,4.8,4.6
ride_1057,19.058163307919745,72.75608019176697,19.16911583362358,72.63775543177101,17.51,12,0,5,29.67,2,25.22,3.6,4.3
ride_1058,18.963014777202655,72.75217206807271,19.034276993058743,72.85756964056147,13.62,4,0,3,23.68,1,23.68,4.1,4.3
ride_1059,18.962489116786095,72.78423041570585,18.98640999530171,72.81520306178244,4.21,19,1,3,11.62,4,6.39,3.9,4.9
ride_1060,19.172272204883768,72.89238337937002,19.22088031991528,72.86875147453415,5.95,6,0,1,10.54,1,10.54,4.1,4.6
ride_1061,19.090658973847535,72.86159387567014,19.010587062588307,72.89438439564297,9.55,8,1,1,22.21,2,18.88,4.1,4.8
ride_1062,19.054247923115806,72.83961267943937,19.112597603561383,72.79307012317885,8.13,22,0,2,12.77,2,10.86,4.7,4.1
ride_1063,19.08061347223137,72.81088517868653,19.147272233546612,72.92677879210494,14.25,8,1,4,33.11,3,23.17,4.9,4.5
ride_1064,19.099774678245943,72.76784780855559,19.004878843594724,72.88293016590985,16.05,18,1,1,40.06,1,40.06,4.0,4.7
ride_1065,18.989928643779457,72.95111947344559,19.01746868186381,72.9964253507863,5.66,10,1,0,15.63,1,15.63,4.4,4.6
ride_1066,19.041586546299815,72.7483596633895,19.020331975732752,72.69905057086514,5.7,17,1,4,14.7,1,14.7,4.0,4.8
ride_1067,19.195973229967347,72.97179501266649,19.235238721377012,72.90693499494766,8.09,11,0,6,13.42,1,13.42,4.1,4.1
ride_1068,18.961805559835796,72.9452299931296,19.058233019350876,72.86482928001888,13.65,2,0,2,23.09,2,19.63,3.7,4.6
ride_1069,19.14578170427163,72.87037493653773,19.20788045474419,72.96344059750457,11.97,17,1,5,29.73,2,25.27,4.4,4.8
ride_1070,19.16903692670824,72.8157775742499,19.113017005915765,72.71466844158978,12.31,5,0,6,18.76,2,15.95,5.0,4.3
ride_1071,18.961786384063473,73.02247733843927,18.87015075370431,72.94164010497896,13.27,3,0,5,22.31,3,15.62,4.0,4.9
ride_1072,18.944249137501657,72.96281239361191,18.884429395748054,73.0569334517037,11.93,5,0,5,18.79,1,18.79,3.8,4.8
ride_1073,19.05538395982876,72.96600901260304,18.958337661116857,72.90360322803281,12.63,13,0,5,20.08,4,11.04,4.4,4.6
ride_1074,19.081581328147976,72.77643518993536,18.9643596175872,72.87588202921043,16.71,14,0,5,26.71,1,26.71,3.8,4.1
ride_1075,18.97795142317744,72.95995016251923,18.933926963997852,72.86917146079934,10.73,5,0,3,16.76,4,9.22,4.2,4.3
ride_1076,19.075424817739822,72.78120219515566,19.174042264666085,72.82404504330901,11.85,1,0,0,19.51,1,19.51,3.6,4.7
ride_1077,18.995557340165952,72.7816505386172,18.891593815560952,72.83370798714915,12.79,18,1,4,29.76,3,20.83,4.5,4.3
ride_1078,19.219266320223518,72.97184147569945,19.19702144931573,72.92340746564285,5.66,18,1,4,16.0,2,13.6,4.4,4.9
ride_1079,18.94570033803187,72.9341902232349,19.041316017519687,73.00787697123477,13.16,8,1,0,32.96,1,32.96,4.2,4.7
ride_1080,18.931109913205734,72.87573382518855,18.955777920782758,72.83512348347092,5.08,10,1,2,14.28,1,14.28,4.1,4.7
ride_1081,19.0818192247056,72.79705319459347,19.141194704632014,72.90510618300497,13.13,14,0,1,23.43,1,23.43,4.4,4.4
ride_1082,19.03078557421661,72.85117557797464,19.123542044280875,72.94457377404265,14.24,6,0,6,23.82,1,23.82,4.0,4.0
ride_1083,18.979156966614415,72.88747206646708,18.90517208423164,72.79788283565256,12.51,9,1,1,34.01,2,28.9,4.1,5.0
ride_1084,19.17722594705282,72.97484200466698,19.23130958884907,73.01018094265797,7.07,16,0,2,13.51,1,13.51,3.8,4.0
ride_1085,19.011897376338286,73.01541446084461,19.099024808495592,72.93043462563456,13.18,5,0,6,19.61,1,19.61,4.0,4.0
ride_1086,19.024752569484495,72.77492790866441,19.050628019521838,72.67795192377609,10.59,16,0,5,19.67,1,19.67,3.7,4.1
ride_1087,19.178992435855218,72.736860148929,19.208464905101117,72.64114438640792,10.57,23,0,1,19.33,1,19.33,4.2,4.3
ride_1088,19.125086341930885,72.74582947536554,19.037408729668112,72.79050963858236,10.82,2,0,1,19.06,2,16.2,4.0,4.5
ride_1089,18.95139410612753,72.74564869264171,18.85507376091214,72.82409080170895,13.52,17,1,5,32.75,3,22.93,4.7,4.4
ride_1090,19.024401977005866,72.88099477636992,19.08634344418427,72.92390729374983,8.23,18,1,2,22.3,2,18.96,3.6,4.8
ride_1091,19.190302124853797,72.99956195955974,19.241805197422416,73.11311195269062,13.23,0,0,0,23.65,1,23.65,4.8,4.5
ride_1092,19.223854530130822,72.75977464768407,19.1871316237227,72.8424680051944,9.6,15,0,5,15.76,2,13.39,4.9,4.4
ride_1093,18.98060982301577,73.00171950146296,19.093435232988732,73.10351050658963,16.49,1,0,4,25.9,1,25.9,4.1,4.3
ride_1094,18.950177278144544,72.79305326139942,19.054779802234922,72.85944091041377,13.56,20,1,5,36.32,3,25.43,5.0,4.0
ride_1095,19.142792940715513,72.85112672428586,19.08078359448363,72.931137597419,10.87,6,0,1,16.83,3,11.78,4.9,4.5
ride_1096,19.10838516861565,72.91249407666851,19.20224592459505,72.95132337179183,11.21,10,1,0,27.0,2,22.95,4.4,4.7
ride_1097,19.024559618315223,72.87732055796911,18.947595734359705,72.76537674081405,14.55,20,1,1,38.06,2,32.35,4.2,4.7
ride_1098,18.976874819674556,72.76823728296627,19.089170660622425,72.84809788667572,15.05,9,1,3,38.3,1,38.3,4.8,4.9
ride_1099,19.01685797367471,72.96811201904256,19.106171923244744,72.99614195964833,10.36,19,1,4,26.03,3,18.22,4.2,4.6
ride_1100,19.164849640585693,72.90816269159878,19.2444409057777,72.88411682485541,9.2,18,1,5,22.97,3,16.08,4.4,5.0
ride_1101,19.11313112015488,72.94967024510282,19.21635998495925,72.85574888711308,15.14,14,0,2,26.53,1,26.53,3.6,4.4
ride_1102,19.080012848838756,72.7629936088256,19.137254570455784,72.69731396592252,9.39,8,1,3,25.54,1,25.54,3.9,4.4
ride_1103,18.93803487994227,72.90561422390311,18.96579290085799,72.8245242418719,9.07,11,0,1,16.07,1,16.07,4.1,4.6
ride_1104,19.152643402748257,72.87791842357012,19.256689032954768,72.97668483272368,15.54,0,0,1,23.86,3,16.7,4.6,4.1
ride_1105,19.184029380201956,72.9350848752406,19.086454941067384,72.83556856373745,15.07,17,1,3,35.05,2,29.79,3.6,4.5
ride_1106,19.180223231362817,72.78351476837065,19.092282876195345,72.80806972812628,10.11,6,0,4,15.99,2,13.59,4.9,4.9
ride_1107,19.111327511406575,73.00628679968607,19.072517995728234,72.96818050594896,5.89,17,1,3,15.53,2,13.2,4.6,4.3
ride_1108,19.135647848279422,72.86775929828478,19.05017059746909,72.9403952156557,12.19,5,0,3,20.36,3,14.25,4.1,4.4
ride_1109,18.95733110868789,72.9883197717004,18.90971097119172,72.94264988057604,7.15,13,0,0,12.54,2,10.66,4.2,4.9
ride_1110,19.054257501535908,72.74489138167353,19.119932399275417,72.83124487065459,11.65,13,0,2,19.26,2,16.37,3.9,4.7
ride_1111,19.139057059505884,72.8432749173475,19.102716467652673,72.86801044209751,4.8,9,1,0,14.21,1,14.21,4.4,4.9
ride_1112,19.04637789023533,72.88063842557631,18.977304505336996,72.98326169236063,13.24,6,0,5,22.72,1,22.72,4.8,4.9
ride_1113,19.061405188981258,72.929117153493,19.15853600328548,73.02311665909087,14.64,12,0,5,24.93,4,13.71,4.1,4.8
ride_1114,19.08066214715125,72.98806742277154,19.034933561619926,72.90691311280938,9.93,23,0,0,17.47,3,12.23,4.7,4.0
ride_1115,19.17132699335162,72.8577330935744,19.20980658438199,72.91610816151982,7.48,23,0,5,12.33,3,8.63,4.0,4.5
ride_1116,19.002235754101356,72.8651613431514,19.11629648458875,72.88872972679873,12.92,23,0,4,21.77,4,11.97,3.7,4.6
ride_1117,19.061385752124668,72.73946516781471,19.009563790340625,72.62064858114732,13.75,18,1,5,34.32,4,18.88,4.5,4.5
ride_1118,19.18642024630254,72.74870582342439,19.150049645353718,72.78177100898482,5.33,8,1,3,14.51,3,10.16,4.3,4.9
ride_1119,19.00376077512144,72.7488914113613,18.884694000983885,72.77298506162094,13.48,13,0,3,23.77,3,16.64,3.7,4.6
ride_1120,19.179374585234502,72.96762977850425,19.249849189088238,73.08164527135206,14.31,13,0,1,24.2,1,24.2,3.7,5.0
ride_1121,19.074956793575783,72.91599753585243,19.13829560823448,72.8250941401096,11.87,20,1,1,32.09,3,22.46,4.3,4.8
ride_1122,18.9906740711843,72.8373680609579,18.872873525200575,72.74450070073424,16.34,14,0,1,25.37,1,25.37,4.8,4.1
ride_1123,18.936782103699407,72.7918019448154,18.889741073042952,72.83984387589383,7.27,3,0,1,11.91,1,11.91,3.5,4.1
ride_1124,18.99225153955038,72.8214297027556,19.065243642563065,72.7349645277791,12.19,23,0,2,19.66,2,16.71,3.7,4.6
ride_1125,19.02998224419739,73.01457593223707,19.073001034015476,73.07757216168727,8.17,3,0,5,14.27,3,9.99,4.9,4.4
ride_1126,19.2070270005925,72.79684435512567,19.108040957542837,72.88466537421073,14.36,17,1,4,35.58,1,35.58,4.6,4.2
ride_1127,19.173722602358797,72.85738510493407,19.23865910246021,72.97358239213271,14.18,21,0,6,25.48,4,14.01,4.1,4.1
ride_1128,19.12007257026474,72.91146635906215,19.167040514907452,73.0182561083212,12.37,0,0,6,20.84,1,20.84,4.3,4.8
ride_1129,19.03386768022794,72.7377563229213,18.951742025846027,72.69547208186592,10.16,0,0,1,17.42,3,12.19,4.5,4.4
ride_1130,19.209653917681973,72.83864152236586,19.267455882143885,72.93287748128871,11.8,14,0,0,18.21,2,15.48,3.9,4.9
ride_1131,19.016087969809146,72.75421136248764,19.110912917015465,72.68909313352425,12.57,16,0,6,18.78,2,15.96,4.7,4.5
ride_1132,19.1195307169936,72.91046156104726,19.057924347397854,72.95907982152607,8.55,7,0,2,13.63,3,9.54,4.2,4.7
ride_1133,18.928054743225996,72.84570726720136,19.01044174410793,72.81340070105088,9.77,9,1,4,22.8,1,22.8,4.7,4.4
ride_1134,19.18488426233673,72.82824654420259,19.206366168302853,72.72156792985818,11.45,7,0,2,19.14,3,13.4,4.1,4.7
ride_1135,19.090316508774297,72.76330048232948,19.113045846424,72.65438749666777,11.72,20,1,3,26.99,1,26.99,4.0,4.0
ride_1136,19.14759765444138,72.87393602673313,19.167666266906807,72.80902552976792,7.17,11,0,1,13.53,3,9.47,4.7,4.7
ride_1137,18.947394976219293,72.91183047591117,18.9823582459478,72.82215581102886,10.2,11,0,2,18.51,2,15.73,4.9,4.6
ride_1138,18.93066394390328,72.91469027098601,18.894096282855546,72.80085355152794,12.65,4,0,4,22.7,4,12.49,4.3,4.2
ride_1139,19.19555379046029,72.96378813102532,19.298294861277277,72.91436733965693,12.55,18,1,0,32.21,3,22.54,4.5,4.8
ride_1140,19.17227955900422,72.79224836607457,19.268216142654037,72.83653896830106,11.64,5,0,6,21.34,2,18.14,4.7,4.4
ride_1141,19.072301688835278,72.80151785742041,19.133442739744552,72.90179580298981,12.54,16,0,5,19.43,1,19.43,3.9,4.8
ride_1142,18.947592455490096,73.00090573388715,19.056836284587103,72.97140544859268,12.54,21,0,5,20.34,2,17.29,4.8,4.2
ride_1143,19.174060799172736,72.98472228604354,19.108087850087816,73.0892275572757,13.2,3,0,1,23.18,2,19.7,4.5,4.4
ride_1144,18.982403710315875,72.78226437664243,18.930235068573793,72.81871144944793,6.95,4,0,2,11.85,1,11.85,4.0,4.9
ride_1145,19.023392225471724,72.80327345585289,18.943548295798685,72.69376460371218,14.54,16,0,2,23.99,2,20.39,5.0,4.4
ride_1146,18.964884835685474,72.79031143596117,18.99232606161558,72.72491091584178,7.52,6,0,5,13.95,4,7.67,3.5,4.6
ride_1147,19.17212694310265,72.99998725214242,19.069040518083018,73.09698311143865,15.34,9,1,6,37.77,2,32.11,3.9,4.4
ride_1148,18.98840239567223,72.74457559830066,19.10544349657297,72.82414539893378,15.47,7,0,5,25.15,1,25.15,3.6,4.3
ride_1149,19.222938306132733,72.79949964407274,19.328838273918777,72.83737457851329,12.43,19,1,5,31.11,2,26.45,4.0,4.2
ride_1150,19.074722847041695,72.75379877622217,19.17003218339519,72.72489352560764,11.02,4,0,1,18.54,2,15.76,4.8,4.8
ride_1151,19.04378345313878,73.00411277710192,19.15184940516241,72.97799094867746,12.33,10,1,6,31.97,3,22.38,4.6,4.6
ride_1152,18.934207810989726,73.00953513232461,18.82036597487113,72.95377870415493,13.95,16,0,6,21.19,1,21.19,4.4,4.1
ride_1153,19.200227814449836,73.02146923362834,19.259208736389525,72.98601233312303,7.54,12,0,3,12.57,1,12.57,4.5,4.4
ride_1154,19.21206725277024,72.82170865067656,19.185032575548224,72.85374515643623,4.51,23,0,1,8.53,4,4.69,4.5,4.3
ride_1155,19.14745496516825,72.73762289090175,19.228328379067182,72.67582648167841,11.09,6,0,6,19.56,1,19.56,4.0,4.0
ride_1156,18.953883411328498,72.81077202201364,19.023520944778046,72.76870858894948,8.92,7,0,4,16.04,1,16.04,4.9,4.9
ride_1157,19.013917641392407,72.86275873999226,19.081236367687104,72.98013661439025,14.43,9,1,1,34.0,1,34.0,4.2,4.3
ride_1158,18.970449973160708,73.00602075947056,18.93308672264922,72.92003670486027,9.95,11,0,6,16.14,3,11.3,3.8,4.7
ride_1159,19.199829048462572,72.7321047825147,19.122129626516777,72.81513125915224,12.28,15,0,0,22.25,1,22.25,3.8,4.3
ride_1160,19.029609200018513,72.95022591255147,19.118988721158406,72.90775396330984,10.89,19,1,0,28.39,2,24.13,4.9,4.8
ride_1161,19.0237888602566,72.86662277031785,19.142426052149716,72.75827243248695,17.43,16,0,5,28.49,2,24.22,3.6,4.3
